state,county,netprice
Florida,Calhoun County,6710.3886
Oklahoma,Dewey County,2062.7696
Kentucky,Johnson County,25626.2102
South Carolina,Abbeville County,15111.0109
Wyoming,Laramie County,20465.848
Michigan,Isabella County,32749.8209
Alabama,Macon County,3205.5982
Nebraska,Gosper County,3140.3495
Iowa,Story County,80609.4053
Illinois,Piatt County,58786.534
New Mexico,Cibola County,487.4052
Nebraska,Sheridan County,1092.2968
South Dakota,McPherson County,1561875.0
Ohio,Meigs County,7407.5191
Michigan,Hillsdale County,13860.1933
Kansas,Clark County,1406.2092
Nebraska,Valley County,7236.8752
Florida,Broward County,19380.1591
Indiana,Tipton County,80971.9231
Arkansas,Yell County,5058.9387
Tennessee,Overton County,13523.7936
Pennsylvania,Montour County,13451.9573
Alabama,Talladega County,12802.3227
Texas,Kent County,1552.5696
Georgia,Lamar County,12147.733
Texas,Titus County,4871.7231
New York,Monroe County,56675.1471
Illinois,Effingham County,22267.9915
Minnesota,Chippewa County,10762.909
Virginia,Madison County,17522.2791
Iowa,Decatur County,5473.0124
Wisconsin,Oneida County,17536.9329
Texas,Orange County,8787.7544
Oklahoma,Sequoyah County,11679.4761
Louisiana,Allen Parish,5136.8871
Georgia,Toombs County,33490.4176
Texas,Gaines County,3976.6602
Arizona,Coconino County,4924.2079
Oklahoma,Osage County,3784.5703
Iowa,Bremer County,220703.2761
Illinois,Ogle County,25817.7889
Montana,Mineral County,13548.5869
Missouri,Barry County,7869.3121
West Virginia,Raleigh County,3384.495
Louisiana,Red River Parish,80000.0
Alabama,Clarke County,2013.7024
Iowa,Dickinson County,29198.6821
Virginia,Giles County,4480.7277
Missouri,Saline County,10461.0878
Florida,Baker County,11300.534
Michigan,Ionia County,28280.0099
Pennsylvania,Forest County,85506.3869
Virginia,Culpeper County,78989.7971
Mississippi,George County,6442.8038
Texas,Shelby County,7872.0002
Tennessee,Greene County,15523.0589
Mississippi,Humphreys County,6605.9849
Georgia,Brantley County,5321.1154
Texas,Glasscock County,5951.7835
Maryland,Allegany County,13844.0528
Missouri,New Madrid County,506.7401
Alabama,Jackson County,5082.7637
Georgia,Talbot County,3032.5713
Mississippi,Lee County,31169.5683
Illinois,Vermilion County,9487.2665
Arkansas,Crittenden County,3306.2947
Kansas,Wyandotte County,71914.8259
South Dakota,Edmunds County,47371.2395
Michigan,Benzie County,60235.1634
Louisiana,Saint Martin Parish,14597.476
North Carolina,Nash County,28643.8274
Mississippi,Winston County,4084.1493
Oklahoma,Hughes County,3374.0907
Maryland,Kent County,24054.1695
Mississippi,Lafayette County,25902.9605
Tennessee,Marshall County,19000.5141
Georgia,White County,19484.0115
Texas,Mills County,4845.778
Arkansas,Randolph County,4420.848
Indiana,Wabash County,47785.9506
Louisiana,Iberia Parish,106921.8178
Indiana,Monroe County,71530.103
Iowa,Grundy County,64717.2638
Texas,Sabine County,25302.6294
Kentucky,Marion County,8113.3322
Illinois,Livingston County,30311.5964
Texas,Young County,5184.0374
Missouri,Stoddard County,42399.5882
Texas,Donley County,1325.2829
Minnesota,Swift County,16674.3503
Iowa,Franklin County,24860.7265
Indiana,Scott County,20452.5023
North Carolina,Transylvania County,45783.1303
Georgia,Irwin County,593750.0
Texas,Red River County,2436.4386
Illinois,Kane County,96672.3414
Kentucky,Washington County,9887.8456
Georgia,Screven County,3914.9348
Mississippi,Simpson County,9411.2694
West Virginia,Tucker County,95557.9273
South Carolina,Dillon County,8164.4924
Georgia,Dougherty County,5362.8853
Georgia,Rockdale County,50945.3342
Texas,Harris County,78582.3139
Wisconsin,Shawano County,14260.4496
Kentucky,Owen County,5643.5377
Texas,Kendall County,27416.6377
Minnesota,Stevens County,52098.2728
Montana,Treasure County,2514.8253
North Dakota,Burke County,159475.0
Ohio,Fayette County,37307.3114
Kansas,Chase County,2321.2198
Texas,Val Verde County,822.1371
Arkansas,Montgomery County,7302.4023
North Carolina,Alamance County,52800.9878
Colorado,Park County,990.9532
Minnesota,Dakota County,141309.6207
Minnesota,Houston County,41361.7168
Virginia,Charles City County,17270.961
Illinois,Wayne County,5811.7899
Georgia,Carroll County,29227.2171
Missouri,Maries County,4158.016
Pennsylvania,Venango County,5898.9304
Missouri,Pettis County,44565.7749
Nebraska,Thurston County,46107.5646
Minnesota,Watonwan County,4876.8814
Colorado,Jefferson County,56568.7566
Georgia,Coweta County,56419.2381
New York,Orleans County,44578.5588
Idaho,Madison County,108894.5005
Alabama,Montgomery County,9226.121
Idaho,Bonner County,68431.5276
Nebraska,Wayne County,5252.9548
Texas,Nacogdoches County,11477.0982
Alabama,Jefferson County,37641.2592
Texas,Anderson County,7257.4436
Texas,Culberson County,703.246
Pennsylvania,Chester County,144284.1442
Kansas,Republic County,23908.4235
South Carolina,Spartanburg County,54714.1018
Montana,Liberty County,5412.531
Kansas,Sherman County,3866.5727
Tennessee,Unicoi County,20747.6281
Tennessee,Van Buren County,6592.7566
Georgia,Cook County,52880.2828
Oklahoma,Carter County,14707.2533
Texas,Randall County,12599.2892
Alabama,Morgan County,12588.8279
Kentucky,Lincoln County,11598.1095
Oklahoma,Wagoner County,32517.1911
Oregon,Jackson County,35717.5192
Arizona,Apache County,6332.7912
Georgia,Clarke County,44834.5375
Kentucky,Trimble County,4727.1917
Texas,Fisher County,1336.5986
Georgia,Lee County,6960.6928
Iowa,Cass County,16087.2795
Minnesota,Winona County,21919.6164
Texas,Mason County,6417.4777
Texas,Dallam County,1098.6774
South Dakota,Moody County,57288.7674
Colorado,Larimer County,14096.4473
North Dakota,Renville County,552209.3023
Arkansas,Clay County,3661.404
Missouri,Grundy County,8273.9144
Maryland,Howard County,150811.467
Texas,Houston County,7144.951
Tennessee,Claiborne County,10444.7262
Tennessee,Cannon County,6303.7882
Texas,Hardin County,5013.4836
Georgia,Jefferson County,3538.3186
Minnesota,Beltrami County,23953.4226
Ohio,Perry County,30926.7831
Illinois,Winnebago County,32207.019
Texas,Childress County,2036.7714
North Carolina,Cabarrus County,42835.1455
Florida,Bay County,61038.2218
Pennsylvania,Blair County,40298.7195
Ohio,Harrison County,31361.6089
Louisiana,Caldwell Parish,2348.0104
New York,Hamilton County,5855.7529
Texas,Edwards County,2245.0288
Georgia,Atkinson County,18014.7676
Virginia,Caroline County,22058.7704
Texas,Walker County,8674.3239
Colorado,Yuma County,2915.1929
Indiana,Franklin County,11157.754
Pennsylvania,Mifflin County,12096.4559
Missouri,Warren County,17723.72
Louisiana,Washington Parish,5528.8004
Indiana,Gibson County,37537.6657
Alabama,Henry County,7551.8397
Illinois,Clark County,7271.4727
Texas,Bowie County,3998.9349
Pennsylvania,Dauphin County,93689.3653
Mississippi,Quitman County,3659.282
Virginia,Pittsylvania County,5649.8321
Texas,Hidalgo County,16911.3574
Pennsylvania,Somerset County,9523.0582
Arkansas,Lonoke County,17636.2106
North Dakota,Richland County,10395.1918
South Dakota,Davison County,282756.7084
Mississippi,Marion County,3740.2797
North Dakota,Ward County,145651.8116
Virginia,Staunton City County,53796.0742
Missouri,Christian County,35517.4783
Kentucky,Nicholas County,4102.4916
Georgia,Jenkins County,12086.5368
Missouri,Scotland County,6041.8385
Mississippi,Chickasaw County,2507.0481
North Dakota,Rolette County,800.0
Wisconsin,Dodge County,29701.8619
Alabama,Tuscaloosa County,4140.6466
Arkansas,Cleveland County,4102.4642
Georgia,Heard County,4442.031
Idaho,Bingham County,54294.3734
Ohio,Hancock County,15636.8722
Alabama,Baldwin County,27087.7128
Tennessee,Blount County,37441.1337
South Dakota,Haakon County,1650.4286
Virginia,Arlington County,2758620.6897
New Mexico,Lincoln County,2286.0368
Wisconsin,Crawford County,10962.2841
Florida,Pasco County,57100.7476
Tennessee,Anderson County,39954.2782
South Dakota,Harding County,997297.2973
Ohio,Geauga County,40585.4133
Georgia,Sumter County,24324.6272
New York,Wayne County,21789.2957
Illinois,Jo Daviess County,19270.1038
Arkansas,Columbia County,3708.7563
Minnesota,Douglas County,39157.4376
Iowa,Dubuque County,122639.6448
North Carolina,Richmond County,7517.6201
Montana,Judith Basin County,2705.6757
Kentucky,Harlan County,41597.7912
Minnesota,Isanti County,46495.7466
Texas,Cass County,4182.3755
West Virginia,Upshur County,16031.262
Kentucky,Fulton County,2648.7984
Colorado,Dolores County,1926.4052
Ohio,Paulding County,94587.156
North Dakota,Griggs County,1121.8812
Missouri,Audrain County,7021.8568
Wisconsin,Ashland County,3579.4854
Virginia,Wythe County,8875.5968
Idaho,Blaine County,37515.7588
Louisiana,Jefferson Davis Parish,5998.7698
Mississippi,DeSoto County,32424.6069
Wisconsin,Marquette County,15962.327
Minnesota,Nobles County,445166.6667
Colorado,Washington County,1399.9508
Iowa,Cherokee County,9035.7068
Virginia,Nelson County,7794.8707
Ohio,Wayne County,47902.0416
Louisiana,Pointe Coupee Parish,17929.6317
Texas,Kenedy County,1255.2839
Missouri,Saint Charles County,80188.8808
South Dakota,Charles Mix County,8354.963
Missouri,Carter County,8720.431
Ohio,Ashtabula County,23428.688
Texas,Robertson County,3263.8587
Virginia,Southampton County,4131.4741
Virginia,Franklin City County,32732.6499
Nebraska,Adams County,337681.1594
Michigan,Saint Clair County,23176.1857
Montana,Fallon County,1831.2084
Nebraska,Hamilton County,58160.4205
New Mexico,Bernalillo County,84172.1459
Indiana,Jennings County,37878.8176
Georgia,Liberty County,31559.7335
Minnesota,Lyon County,98006.02
Texas,Callahan County,5715.3691
Mississippi,Calhoun County,2695.5363
Florida,Escambia County,40967.7851
Iowa,Cedar County,27401.559
South Carolina,Cherokee County,24603.7818
Wisconsin,Brown County,72446.0121
Iowa,Cerro Gordo County,74173.265
Missouri,Pike County,9169.4645
Oklahoma,Craig County,9092.0124
North Carolina,Vance County,10777.7324
Pennsylvania,Pike County,38027.9372
Ohio,Van Wert County,123333.3333
Arkansas,Sharp County,7201.4539
Indiana,LaPorte County,25426.5051
Illinois,Woodford County,50522.5003
Virginia,Rockbridge County,13644.6979
Colorado,Gilpin County,49529.2745
Pennsylvania,Franklin County,63062.7632
Kansas,Ellis County,7136.0041
California,Plumas County,25253.3784
New York,Schuyler County,12856.326
Wisconsin,Outagamie County,31150.5959
Louisiana,Lafayette Parish,105147.404
Iowa,Clinton County,43476.5482
Minnesota,Wadena County,6399.5281
Texas,Bosque County,9673.2
Kansas,Lincoln County,6380.9658
Georgia,Taylor County,3452.6397
Indiana,Dubois County,122393.9912
Kansas,Bourbon County,5200.814
Pennsylvania,Columbia County,18264.6658
Michigan,Marquette County,9239.5557
Georgia,Tattnall County,11366.2924
North Dakota,Sioux County,2840.9091
Iowa,Henry County,10180.6553
Virginia,Hanover County,84760.1246
Montana,Custer County,3551.6207
Indiana,Whitley County,81767.7881
North Dakota,Cass County,71388.0884
West Virginia,Pleasants County,1213.0881
Wyoming,Uinta County,9726.7374
Virginia,Dickenson County,10040.1801
Kansas,Franklin County,14378.9339
Mississippi,Oktibbeha County,10768.0448
North Carolina,Hoke County,19643.5168
Kentucky,Clay County,1725.7747
Georgia,Newton County,40460.1059
Virginia,Cumberland County,7737.5268
Georgia,Seminole County,10980.4106
Arkansas,Lee County,2912.3647
Indiana,Starke County,19725.7723
Kansas,Douglas County,16887.7506
Texas,Taylor County,11181.9983
North Dakota,Oliver County,3621.7073
Nebraska,Brown County,1988.7536
South Dakota,Todd County,4350.0
Tennessee,Hancock County,3917.1013
Missouri,Clinton County,15582.6697
South Carolina,Lexington County,36109.2795
New York,Lewis County,2383.865
Kansas,Lane County,2788.756
Pennsylvania,Lancaster County,126586.4355
Tennessee,Trousdale County,20555.4066
Georgia,Whitfield County,33384.4638
Oklahoma,Adair County,7077.7238
Kentucky,Cumberland County,4066.0317
Iowa,Dallas County,142466.5529
New Mexico,Taos County,11286.6084
Wisconsin,Marathon County,23198.7979
West Virginia,Wood County,20139.6128
Kentucky,Spencer County,16998.8747
Georgia,Walton County,39927.5537
Minnesota,Big Stone County,17077.824
Mississippi,Panola County,5636.2791
Georgia,Bleckley County,5150.9478
Louisiana,Catahoula Parish,2909.476
Texas,Wheeler County,987.1054
Texas,Hall County,1319.6748
North Dakota,Eddy County,1626.6775
Arkansas,Lafayette County,2361.7605
Louisiana,Saint Charles Parish,21243.766
Wisconsin,Forest County,4317.8059
Missouri,Holt County,8547.2412
Tennessee,Sullivan County,52628.8332
Michigan,Mecosta County,33792.2668
Wisconsin,Richland County,5728.8413
West Virginia,Braxton County,7571.3983
Texas,Matagorda County,6948.5199
North Carolina,Anson County,7809.5881
Michigan,Alpena County,6198.6113
Michigan,Crawford County,5273.3766
Virginia,Fairfax County,789513.8203
Nebraska,Red Willow County,3229.46
Florida,Charlotte County,68451.8897
Arkansas,Hot Spring County,7158.2437
Indiana,Cass County,10990.4714
Illinois,Wabash County,8419.398
Kentucky,Letcher County,12475.3298
South Dakota,Kingsbury County,8021.0398
South Carolina,Richland County,37645.0469
Michigan,Gratiot County,32897.7796
North Dakota,Barnes County,6749.8566
Georgia,Upson County,15811.1629
Alabama,Pike County,9672.227
Kentucky,McCreary County,3104.2856
Colorado,Jackson County,1139.4187
Illinois,McHenry County,45373.5359
North Carolina,Scotland County,11852.0927
Illinois,Christian County,10224.0033
Texas,Hunt County,23171.5378
Virginia,Suffolk City County,33099.551
New York,Yates County,23965.7172
North Carolina,Martin County,11283.7549
Wisconsin,Oconto County,20268.5038
Michigan,Wayne County,105781.3818
Nebraska,Nemaha County,6149.2352
Texas,Tom Green County,9030.9459
Virginia,Waynesboro City County,101043.5483
North Carolina,Johnston County,90731.2569
Texas,Knox County,1096.1014
Maryland,Prince Georges County,79286.0505
North Carolina,Warren County,33151.4277
Florida,Santa Rosa County,39787.5516
Florida,Nassau County,53366.1242
Tennessee,Morgan County,3052.421
North Carolina,Beaufort County,13206.3461
Texas,Aransas County,79910.3902
Illinois,Henderson County,4652.1685
West Virginia,Brooke County,112748.04
Colorado,Rio Blanco County,2102.9878
Illinois,McDonough County,24791.5386
Wisconsin,Kenosha County,56823.5971
Wyoming,Fremont County,6584.8552
Nebraska,Dawes County,941.1635
Wisconsin,Milwaukee County,156589.456
Minnesota,Pope County,22208.8439
Texas,Ellis County,23881.4223
Louisiana,Orleans Parish,3883.3536
Nevada,Nye County,20738.4379
New York,Cortland County,8601.754
Iowa,Hancock County,9387.1869
Nebraska,Custer County,1838.4748
South Dakota,Jones County,3088.8575
Florida,DeSoto County,10447.5795
Missouri,Oregon County,4117.7776
Indiana,Daviess County,39035.9866
Colorado,Teller County,11805.7648
Texas,Potter County,18040.9138
Alabama,Hale County,3720.8868
Kentucky,Leslie County,2822.087
Virginia,Powhatan County,52472.3073
Arkansas,Nevada County,2607.1478
Pennsylvania,Susquehanna County,14709.7771
Mississippi,Copiah County,3263.565
North Dakota,Ramsey County,4104.5463
Nebraska,Howard County,23431.8398
Georgia,Dade County,8180.6721
