state,county,netprice
Louisiana,Saint James Parish,514705.8824
Mississippi,Rankin County,13939.5229
Michigan,Roscommon County,22132.2628
Mississippi,Webster County,3800.4455
Ohio,Shelby County,49265.3512
Florida,Brevard County,136030.7502
Indiana,Perry County,13550.0812
Virginia,Rappahannock County,11888.821
Louisiana,West Carroll Parish,2799.2116
Wisconsin,Jackson County,7234.1483
Georgia,Hall County,75302.2508
Alabama,Lamar County,1754.114
Virginia,Orange County,21586.2971
South Dakota,McCook County,36109.3171
Minnesota,Pine County,8080.8304
Ohio,Jackson County,8664.962
Mississippi,Lawrence County,2819.4451
Georgia,Monroe County,7944.0127
Pennsylvania,Philadelphia County,1899496.7871
Michigan,Van Buren County,28417.1044
Kentucky,Shelby County,41101.4935
Texas,Navarro County,9916.6726
Alabama,Washington County,1876.9325
Texas,Upton County,5472.0063
Florida,Jackson County,8937.1247
Mississippi,Tallahatchie County,3571.2119
Indiana,Pulaski County,14845.0337
Oklahoma,Blaine County,4251.5822
West Virginia,Preston County,9533.812
Minnesota,Ramsey County,360193.978
Texas,Hansford County,573787.8788
North Carolina,Macon County,48155.7245
North Carolina,Jones County,6628.6745
West Virginia,Hardy County,7723.974
Kentucky,Bath County,5942.6885
Kentucky,Rowan County,9656.3828
West Virginia,Greenbrier County,15573.1177
Mississippi,Monroe County,3824.9465
Pennsylvania,Carbon County,33238.1567
Iowa,Fremont County,4792.3299
Pennsylvania,Adams County,78269.8852
Kentucky,Estill County,4471.4334
Florida,Okeechobee County,5973.7655
Iowa,Delaware County,15845.7882
Colorado,Costilla County,2930.5913
Indiana,Ohio County,10927.1245
Pennsylvania,Erie County,34774.5539
Georgia,Worth County,8246.7747
Michigan,Missaukee County,7746.4201
Texas,Washington County,21174.3258
North Carolina,Madison County,7990.2555
Georgia,DeKalb County,168253.7569
Kentucky,Trigg County,32030.8968
Pennsylvania,Butler County,25900.4472
South Carolina,Berkeley County,58751.7822
North Carolina,Moore County,26231.626
Ohio,Miami County,61513.9183
North Carolina,Montgomery County,31313.7105
Kentucky,Casey County,4660.5639
Mississippi,Newton County,2573.8931
New York,Ontario County,36251.497
South Carolina,Hampton County,6288.4596
North Carolina,Pender County,26377.4678
Georgia,Greene County,25750.5719
North Carolina,Washington County,6412.9833
Texas,Parmer County,240092.5926
Arkansas,Van Buren County,2108.3411
Indiana,Delaware County,67998.5246
Michigan,Jackson County,41479.8473
North Dakota,Nelson County,600.0
Kentucky,Pike County,22864.5473
North Carolina,Pamlico County,7790.4659
Minnesota,Lake of the Woods County,8562.4652
Iowa,Taylor County,19069.7526
North Dakota,Grand Forks County,8256.7835
Oklahoma,Cimarron County,750.0
Ohio,Trumbull County,15158.4197
Texas,Eastland County,9000.8993
Ohio,Auglaize County,12699.441
Ohio,Preble County,29511.4949
Minnesota,Mahnomen County,1301.8217
North Carolina,Pasquotank County,61319.7828
Florida,Volusia County,50330.6236
South Dakota,Lake County,193760.3095
Texas,Webb County,2790.906
Oklahoma,Okmulgee County,6948.3964
Texas,Tyler County,4183.0833
Iowa,Allamakee County,17593.536
Pennsylvania,Indiana County,18414.86
South Dakota,Faulk County,3979.7652
Wisconsin,Sawyer County,15220.921
Virginia,Amherst County,10223.1129
North Carolina,Guilford County,49654.2918
Kentucky,Breckinridge County,13781.6009
North Carolina,Bertie County,7877.3661
Texas,Colorado County,12455.4025
Georgia,Houston County,51015.0218
Texas,Scurry County,3063.2633
Michigan,Delta County,6879.0133
Georgia,Decatur County,13626.098
Ohio,Brown County,16339.6798
South Carolina,Sumter County,30242.034
Indiana,Johnson County,115620.2445
Indiana,Brown County,29137.3235
New York,Bronx County,390890.505
New Mexico,Rio Arriba County,3499.8
South Dakota,Beadle County,8337.8441
South Dakota,Sanborn County,4213.2344
Texas,Cottle County,1187.5147
Oklahoma,Logan County,225480.1715
New York,Essex County,31438.7165
Ohio,Richland County,18041.0822
Kentucky,Allen County,23972.9474
South Carolina,Beaufort County,39326.2286
Texas,Grimes County,15030.3232
Mississippi,Bolivar County,158.4235
North Carolina,Dare County,553196.1192
Pennsylvania,McKean County,4248.5291
Pennsylvania,Lebanon County,100804.0853
South Carolina,Georgetown County,44831.5182
Minnesota,Koochiching County,8144.9957
Kentucky,Bourbon County,11480.9162
Ohio,Washington County,8253.4087
Oklahoma,Washita County,6219.631
North Dakota,Traill County,7243.2329
North Carolina,Franklin County,19569.4667
Texas,Lipscomb County,3474.2943
Virginia,Lancaster County,26652.1999
Michigan,Grand Traverse County,46476.7694
Texas,Floyd County,954.8315
South Dakota,Custer County,7686.4016
Ohio,Adams County,5114.2467
North Carolina,Avery County,69002.6087
Indiana,Porter County,60315.2534
Georgia,Long County,11984.1107
Tennessee,Lewis County,7583.4958
Tennessee,Henry County,8733.8237
West Virginia,Hampshire County,6563.3406
Louisiana,Franklin Parish,3465.4604
Wisconsin,Racine County,81571.3971
Texas,Mitchell County,1420.9061
Georgia,Pierce County,16109.7238
Iowa,Winnebago County,115477.4945
Indiana,Harrison County,16681.5047
Michigan,Baraga County,4655.9465
New York,Columbia County,18631.1186
Virginia,Winchester City County,105198.8172
Iowa,Obrien County,368628.1963
North Carolina,Duplin County,7782.5637
South Carolina,Marion County,6952.1092
Tennessee,Cocke County,14609.685
Kentucky,Campbell County,66436.6847
Mississippi,Pontotoc County,21305.2551
North Dakota,Bottineau County,6138.9673
Kentucky,Pendleton County,23887.2404
Alabama,Wilcox County,3172.7537
North Carolina,Hyde County,2278.1004
Indiana,Bartholomew County,113586.5454
Michigan,Lenawee County,58134.3527
Indiana,Randolph County,67399.6072
Minnesota,Anoka County,113113.6608
Georgia,Jeff Davis County,21300.0697
Kentucky,Bracken County,4596.7934
Maryland,Baltimore County,95321.7287
Texas,Clay County,2835.0459
Wisconsin,Rusk County,7562.5287
North Dakota,Steele County,1306.7975
Michigan,Montmorency County,6330.2885
Georgia,Bulloch County,15582.9894
Tennessee,Bedford County,26907.7636
Texas,Coke County,1807.6711
Kentucky,Jackson County,2989.0236
Texas,Caldwell County,8017.3108
Alabama,Clay County,6984.9593
Virginia,Greene County,39114.6889
Tennessee,Rutherford County,110494.3436
Indiana,Marion County,186028.2054
Kentucky,Rockcastle County,7350.1466
Texas,Brazoria County,22587.9558
Tennessee,Lake County,6528.0719
North Carolina,Lee County,22537.2339
Michigan,Osceola County,7781.1862
Kentucky,Christian County,27782.1194
Minnesota,Yellow Medicine County,82764.4612
South Carolina,Barnwell County,4890.2841
North Carolina,Swain County,24154.5117
Georgia,Muscogee County,16567.493
Louisiana,Acadia Parish,3417.7736
Texas,Wood County,13066.2507
Ohio,Hocking County,13395.3108
Texas,Panola County,8182.0985
South Carolina,Calhoun County,4969.8214
Virginia,Albemarle County,36375.5451
Georgia,Polk County,14233.9118
Mississippi,Tippah County,7436.7315
Pennsylvania,Bradford County,14821.4661
Tennessee,Davidson County,151860.7846
Virginia,Greensville County,35119.6839
Georgia,Bryan County,90976.4448
Maryland,Harford County,94486.0251
Wisconsin,Bayfield County,5543.52
Oklahoma,Oklahoma County,94009.8619
Tennessee,Carroll County,6941.157
Indiana,Hendricks County,105542.5996
Michigan,Wexford County,19527.8007
Ohio,Muskingum County,24672.4398
South Dakota,Perkins County,1225.6795
Iowa,Page County,4741.5056
Georgia,Jasper County,11369.4411
Tennessee,Houston County,10050.7188
Mississippi,Sharkey County,3032.2974
Georgia,Madison County,13156.7962
Ohio,Madison County,27496.92
Iowa,Madison County,20890.9057
Ohio,Clark County,90754.0464
Pennsylvania,Fulton County,9561.3698
Florida,Martin County,80112.7028
West Virginia,Kanawha County,2348.0187
Alabama,Dale County,9142.1625
North Carolina,Surry County,13568.0006
North Carolina,Mecklenburg County,185807.2243
Texas,San Augustine County,6779.0274
Louisiana,Jefferson Parish,198598.6424
South Dakota,Brule County,4342.9844
Alabama,Fayette County,2610.5014
Minnesota,Fillmore County,12752.2079
South Carolina,Bamberg County,4794.4714
Virginia,Loudoun County,69690.4638
Texas,Zapata County,1700.0846
North Carolina,Davidson County,28304.6566
Texas,Chambers County,8786.2887
Tennessee,Tipton County,21045.027
South Carolina,Colleton County,16539.6245
Alabama,Marion County,3961.2966
Florida,Suwannee County,14467.6319
Florida,Jefferson County,8826.3171
Wisconsin,Douglas County,5128.7966
Indiana,Huntington County,49560.8445
South Dakota,Roberts County,9015.9576
North Carolina,Burke County,15052.0367
Kentucky,Garrard County,15219.0398
North Carolina,Jackson County,35126.3773
Arkansas,Desha County,4000.0
Iowa,Tama County,18671.5762
Michigan,Calhoun County,11536.5207
Texas,Hudspeth County,603.0533
North Carolina,Camden County,20188.4604
Pennsylvania,Greene County,12202.9549
Pennsylvania,Cameron County,1352.0454
Indiana,Fulton County,45170.2212
Mississippi,Tate County,4354.0279
Iowa,Jackson County,17540.1249
Missouri,Texas County,7470.0855
Kentucky,Boone County,116721.5472
Kentucky,Mason County,9102.4905
Mississippi,Franklin County,3158.8301
Wisconsin,Kewaunee County,29383.3065
New York,Steuben County,7215.4031
Minnesota,Scott County,181211.1667
Georgia,Chattooga County,4389.2281
Michigan,Alcona County,5690.1425
New York,Herkimer County,7382.3329
Minnesota,Marshall County,792.6829
North Carolina,Yadkin County,13718.3959
New York,Chenango County,6908.3465
Mississippi,Yazoo County,3826.3181
Pennsylvania,Delaware County,326066.8786
Tennessee,Marion County,4820.1862
New York,Wyoming County,31889.9109
Iowa,Keokuk County,20156.5558
Virginia,Amelia County,16154.8518
Michigan,Gladwin County,18833.1356
Michigan,Manistee County,19551.4785
Mississippi,Marshall County,9854.8525
Texas,Gregg County,26838.7295
Indiana,Warren County,11481.8821
South Dakota,Brookings County,10829.99
Texas,Jim Hogg County,2946.1356
Kentucky,Floyd County,10127.5064
Virginia,Poquoson City County,142814.2094
Kentucky,Morgan County,2581.8224
Ohio,Columbiana County,34621.1894
West Virginia,Harrison County,20183.086
New York,Jefferson County,17047.2032
Texas,Van Zandt County,16527.3845
Virginia,Henrico County,134847.5401
Iowa,Chickasaw County,12434.8802
Maryland,Caroline County,27318.8543
Florida,Highlands County,19888.9111
Georgia,Spalding County,21608.8969
North Carolina,Haywood County,23679.5632
Kentucky,Whitley County,5024.7347
Florida,Leon County,69749.8272
Georgia,Brooks County,9468.3183
South Dakota,Pennington County,30691.4444
Indiana,Newton County,32219.0511
Virginia,Martinsville City County,3883.3298
Iowa,Adams County,4621.5185
Texas,Cochran County,2661.455
Georgia,Haralson County,10843.1523
Virginia,King and Queen County,12622.2615
Iowa,Clayton County,23107.0143
Georgia,Randolph County,2428.7743
Ohio,Union County,58486.9059
Arkansas,Washington County,78335.5758
Wisconsin,Barron County,18218.5125
Iowa,Montgomery County,5753.9555
New York,Livingston County,17930.0559
Texas,Baylor County,1193.8258
West Virginia,Marshall County,25569.1189
Texas,Jack County,5574.7541
Florida,Hamilton County,8436.8367
Georgia,Columbia County,92319.2485
Mississippi,Jasper County,3079.8274
Texas,Deaf Smith County,2140.5043
Virginia,Goochland County,37769.6007
Texas,La Salle County,2603.3987
Texas,Grayson County,34678.8629
North Carolina,Alexander County,12439.7092
South Carolina,Chesterfield County,8424.4464
Georgia,Calhoun County,3430.1679
Mississippi,Smith County,2738.3582
Indiana,Fountain County,12352.4289
Georgia,Lincoln County,8813.8084
South Dakota,Lawrence County,24224.8769
South Carolina,Horry County,51420.2001
North Carolina,Cumberland County,36108.3609
Michigan,Oakland County,166753.1061
Ohio,Pickaway County,43695.9528
South Carolina,Charleston County,207731.2028
South Carolina,Williamsburg County,4753.2355
Kentucky,Franklin County,36800.3479
Michigan,Kent County,83102.0811
Georgia,Baker County,3409.1865
Texas,McCulloch County,2711.2611
North Carolina,Union County,49924.028
Minnesota,Olmsted County,46044.7494
Georgia,Dodge County,5373.8911
Michigan,Lapeer County,32825.5404
Pennsylvania,Potter County,5555.4448
New York,Montgomery County,6556.92
Virginia,Bedford County,24334.812
Alabama,Sumter County,3361.2537
South Carolina,Pickens County,57553.7338
Missouri,Laclede County,13830.7692
Pennsylvania,Bucks County,121433.028
Pennsylvania,Bedford County,9380.9619
North Dakota,Towner County,1240.0
Ohio,Marion County,192474.748
Iowa,Sac County,96270.403
North Dakota,Dickey County,517440.0
Virginia,Charlotte County,3916.2943
Georgia,Warren County,3448.0735
Indiana,Jay County,51407.36
North Carolina,Edgecombe County,10543.4411
West Virginia,Nicholas County,14316.9469
North Carolina,Orange County,102081.6452
Mississippi,Covington County,6190.8995
West Virginia,Lincoln County,3180.5541
Kentucky,Ballard County,10278.6141
Minnesota,Norman County,2874.4684
Alabama,Lawrence County,6881.5193
Indiana,Dearborn County,28491.1168
Iowa,Clay County,73401.2309
Michigan,Berrien County,53874.518
Kentucky,Carter County,2382.3924
Minnesota,Cottonwood County,26368.5932
Georgia,Montgomery County,19608.0511
Texas,Dallas County,182887.0547
Wisconsin,Walworth County,79753.7742
Kentucky,Boyd County,50607.1793
Indiana,Vermillion County,6241.406
North Carolina,Yancey County,10514.1169
Indiana,Carroll County,70920.7726
Mississippi,Neshoba County,6880.5494
Wisconsin,Price County,3123.6717
Indiana,Posey County,83300.6292
Florida,Clay County,74550.7015
Oklahoma,Nowata County,2755.3286
Michigan,Washtenaw County,55419.6032
Michigan,Saginaw County,31804.6016
Georgia,Mitchell County,8020.4155
Indiana,Vigo County,38148.901
Ohio,Butler County,82205.5503
Iowa,Louisa County,12599.0711
New York,Nassau County,87714.5526
South Carolina,York County,25855.311
Oklahoma,Kingfisher County,4925.3066
Ohio,Greene County,72128.4761
Texas,Comanche County,4849.1198
Iowa,Harrison County,9108.9458
Florida,Seminole County,176599.0714
Texas,Coryell County,12770.7879
Maryland,Wicomico County,44234.3881
New York,Cayuga County,40816.9032
West Virginia,Wyoming County,11435.9268
Oklahoma,Harper County,1368.6728
California,Sonoma County,7352941.1765
North Carolina,Rowan County,23860.3945
Ohio,Seneca County,26497.5823
New York,Queens County,7230.7145
Texas,Williamson County,36383.0311
New York,Otsego County,10187.2009
Texas,Kerr County,13411.5165
Wisconsin,Florence County,5608.3381
Iowa,Pottawattamie County,35561.1973
Alabama,Cleburne County,6912.7636
Georgia,Paulding County,49009.9275
Kentucky,Wayne County,16938.4053
Michigan,Saint Joseph County,29908.0011
Michigan,Bay County,33903.4408
Kentucky,Webster County,23884.136
Minnesota,Kandiyohi County,50011.6034
Tennessee,Gibson County,11763.0265
South Carolina,Clarendon County,12781.4442
Kentucky,Jefferson County,114762.6471
Tennessee,Perry County,1900.3381
Ohio,Athens County,21234.9116
West Virginia,Monongalia County,75231.3385
Texas,Cherokee County,9680.1569
Michigan,Oceana County,17941.4487
New York,Niagara County,36588.7296
Ohio,Knox County,34766.5065
Pennsylvania,Westmoreland County,22981.11
Tennessee,Hamblen County,46064.6524
South Dakota,Ziebach County,1349.9999
Minnesota,Lake County,1690.7506
Minnesota,Polk County,34362.7637
Iowa,Greene County,16836.524
Minnesota,Murray County,31720.7384
Tennessee,Chester County,6967.8592
South Dakota,Turner County,60047.4712
New York,Chautauqua County,16908.1177
Virginia,Augusta County,30922.7657
Georgia,Wilcox County,2535.833
Louisiana,East Baton Rouge Parish,24347.752
Texas,Wichita County,2218.4914
Iowa,Plymouth County,204266.6929
Kentucky,Grant County,20348.6187
Virginia,Henry County,4420.2223
Virginia,Halifax County,5863.323
Texas,Bailey County,1769.7593
Texas,Victoria County,19108.7025
Arkansas,Lawrence County,45691.2638
Virginia,Russell County,9223.6139
Georgia,Clinch County,1751.3211
Minnesota,Faribault County,9926.0225
Virginia,Harrisonburg City County,172730.6878
Iowa,Guthrie County,21320.2532
Kentucky,Union County,73465.4472
Florida,Saint Lucie County,20172.5788
Ohio,Coshocton County,16338.4952
New York,Rensselaer County,13299.592
South Dakota,Bon Homme County,116891.8919
Iowa,Scott County,58405.2116
Texas,Collingsworth County,1425.5583
Indiana,Noble County,31831.283
Texas,Franklin County,5894.9175
Michigan,Montcalm County,21314.6795
Texas,Zavala County,3195.9299
South Carolina,Edgefield County,14127.5892
Mississippi,Yalobusha County,2139.0341
North Dakota,McIntosh County,499600.0
Texas,Trinity County,3154.8714
Ohio,Licking County,58661.3658
Texas,Hays County,85619.1889
Tennessee,Maury County,48363.0311
Tennessee,Bledsoe County,3681.1095
Mississippi,Lincoln County,7737.5425
Virginia,Alleghany County,3373.6101
Texas,Waller County,21950.222
Florida,Bradford County,24228.9246
Michigan,Chippewa County,1944.3367
Indiana,Greene County,12696.9695
Pennsylvania,Northampton County,63693.9759
South Dakota,Walworth County,45676.0957
Virginia,Lunenburg County,7181.3199
Texas,Martin County,11221.7093
Texas,Falls County,6357.6737
New York,Erie County,64567.1449
Texas,Burnet County,15736.1539
Alabama,Pickens County,3144.4573
Ohio,Lucas County,241605.5046
Tennessee,Obion County,13948.0273
Wisconsin,Polk County,26636.3138
Texas,Hutchinson County,1212.8745
Wisconsin,Dunn County,10971.449
Texas,Jeff Davis County,889.2332
Ohio,Summit County,82931.7306
Wisconsin,La Crosse County,24343.2563
Iowa,Sioux County,18557.3789
Georgia,Wilkinson County,3723.5264
Virginia,Northumberland County,30873.3323
North Carolina,Stokes County,9532.2449
North Carolina,Henderson County,40137.3404
Wisconsin,Eau Claire County,17079.6405
Louisiana,De Soto Parish,6799.2095
Virginia,Shenandoah County,17847.7388
Arkansas,Searcy County,3314.575
Alabama,Barbour County,4816.0383
Kentucky,Metcalfe County,7679.3991
Georgia,Morgan County,17133.9081
Minnesota,Traverse County,23467.7419
Texas,Tarrant County,284311.9371
Georgia,Floyd County,15746.7796
New York,Greene County,34640.4996
Alabama,Coffee County,15656.7971
Florida,Miami-Dade County,391973.1145
Virginia,Hampton City County,36699.8963
Texas,Erath County,13909.7436
Wisconsin,Washington County,75046.3464
Texas,Terry County,8009.6584
North Carolina,Chatham County,41313.9691
Tennessee,White County,24885.5915
Tennessee,Dyer County,77866.9085
South Carolina,Greenwood County,17826.4641
Virginia,Smyth County,5223.6196
Virginia,Norfolk City County,564467.4675
Louisiana,Saint Tammany Parish,45862.8977
Florida,Dixie County,12441.1035
Virginia,King William County,18791.6859
Iowa,Black Hawk County,132914.5517
Virginia,Stafford County,62377.8939
Kentucky,Larue County,39121.4305
South Dakota,Fall River County,1588.5315
Indiana,Spencer County,49204.7332
Indiana,Wayne County,51229.4477
Texas,Castro County,3214.7684
Tennessee,Clay County,4725.6225
Maryland,Anne Arundel County,157069.9205
Kentucky,Kenton County,123895.5831
Tennessee,Hamilton County,51888.9406
Ohio,Huron County,39056.7695
Texas,Gillespie County,22575.8693
North Carolina,Sampson County,8576.5391
Tennessee,Loudon County,55472.6378
Indiana,DeKalb County,53332.733
South Dakota,Grant County,2900.3769
Minnesota,Blue Earth County,57523.7178
Indiana,Lagrange County,201667.6838
Indiana,Union County,45198.3356
Pennsylvania,Lawrence County,16711.3277
Texas,Jones County,4684.1822
Wisconsin,Green County,24911.2683
Iowa,Monona County,14132.8935
New York,Putnam County,55853.451
Pennsylvania,Cumberland County,85497.5291
Michigan,Monroe County,57827.2997
Michigan,Ottawa County,127126.0877
Alabama,Autauga County,4626.6898
Minnesota,Morrison County,25888.739
Pennsylvania,Montgomery County,204156.3737
Indiana,Washington County,12588.9204
Kentucky,Henry County,11356.2541
Virginia,Lexington City County,6256.6091
Louisiana,Saint Helena Parish,4148.8525
Minnesota,Hubbard County,24131.254
New York,Orange County,41966.2283
Minnesota,Carlton County,7389.8253
Mississippi,Washington County,764.2164
Georgia,Rabun County,46807.9912
Tennessee,Monroe County,9155.5593
North Carolina,Caswell County,10031.0176
Mississippi,Jackson County,23392.7823
Virginia,Scott County,4402.9838
Iowa,Poweshiek County,110805.9548
Georgia,Telfair County,4003.3064
Louisiana,Plaquemines Parish,193832.4421
Kentucky,Magoffin County,2352.6543
Tennessee,Pickett County,18077.4804
Maryland,Washington County,66232.2145
Ohio,Morrow County,17908.3877
Indiana,Morgan County,38833.0561
Mississippi,Lauderdale County,5722.7565
Texas,Duval County,2394.0905
Indiana,Putnam County,24166.9672
Ohio,Vinton County,3658.5203
Utah,Sanpete County,51238.0952
Minnesota,Brown County,52114.2309
New York,Dutchess County,42346.658
Texas,Roberts County,2815.066
Ohio,Scioto County,7856.8909
Minnesota,Martin County,14725.0019
Ohio,Franklin County,148842.7574
Georgia,Effingham County,19089.2282
Alabama,Perry County,2271.992
Iowa,Lee County,11195.8395
Kentucky,Lee County,3643.0442
Texas,Lynn County,13231.4783
Michigan,Newaygo County,20242.3747
Tennessee,Fayette County,11469.4726
Oklahoma,Major County,3294.3461
Mississippi,Prentiss County,8315.5297
Alabama,Elmore County,19141.5444
California,Calaveras County,3947.3684
Texas,Travis County,93789.905
Ohio,Lawrence County,18104.0623
Alabama,Crenshaw County,4515.6139
North Dakota,Walsh County,0.0227
North Carolina,Buncombe County,47334.5511
Michigan,Kalkaska County,10320.937
Louisiana,Tangipahoa Parish,24943.226
Michigan,Keweenaw County,49631.9991
Kentucky,Carlisle County,7395.5303
North Carolina,Chowan County,20101.5824
Oklahoma,Tillman County,718932.0388
Michigan,Branch County,26131.1994
Pennsylvania,Wayne County,23360.7679
Mississippi,Clay County,13764.6029
Indiana,Grant County,57445.1795
Tennessee,Sumner County,70337.7719
Ohio,Belmont County,4556.4071
Virginia,Dinwiddie County,10348.9204
Iowa,Ringgold County,5041.674
West Virginia,Doddridge County,2496.7233
New York,Allegany County,4956.2515
Texas,Leon County,6040.1765
Texas,Gonzales County,10791.3798
Mississippi,Jefferson County,1449.6862
Michigan,Mackinac County,11707.8142
Minnesota,Otter Tail County,18686.3808
Virginia,Clarke County,30513.6475
New York,Albany County,14583.1033
Virginia,Gloucester County,28240.1171
Kentucky,Breathitt County,1537.7879
Ohio,Erie County,54478.6249
Florida,Columbia County,17510.8185
Alabama,Lauderdale County,10100.3569
Wisconsin,Fond du Lac County,36788.3336
Wisconsin,Juneau County,17215.4604
North Dakota,Benson County,23529.4118
Virginia,New Kent County,35816.4978
Minnesota,Hennepin County,164818.9543
Texas,San Saba County,4574.3784
Tennessee,Sequatchie County,2455.7416
Louisiana,Livingston Parish,25948.2741
Tennessee,Montgomery County,34404.3674
South Carolina,Florence County,16327.7946
Alabama,Bullock County,3481.3433
Mississippi,Montgomery County,2416.5693
Pennsylvania,Snyder County,34340.7658
Virginia,Hopewell City County,35414.0536
West Virginia,Wetzel County,10775.5959
New York,Warren County,30608.3574
Texas,Reagan County,104399.2817
Tennessee,Campbell County,4239.9733
Texas,Polk County,4149.7807
Pennsylvania,Mercer County,16663.2334
Indiana,Miami County,18483.5243
Tennessee,Cumberland County,24280.2109
Texas,Shackelford County,4526.7694
Indiana,Owen County,10490.4632
Ohio,Allen County,22380.2859
Tennessee,Macon County,23434.8692
Kentucky,Martin County,4003.6118
Georgia,McDuffie County,30996.8106
Louisiana,Calcasieu Parish,27967.561
Tennessee,Johnson County,12719.3621
Tennessee,Hawkins County,10976.2758
Texas,Collin County,126783.6534
Kentucky,Fayette County,92659.873
Nebraska,Lancaster County,9983.3611
Georgia,Glascock County,2683.9708
Oklahoma,Cleveland County,70778.2003
Texas,Sherman County,1413.9959
Alabama,Franklin County,8168.2005
Tennessee,Franklin County,25565.9768
Florida,Madison County,3436.6696
Indiana,Marshall County,64796.9368
Michigan,Allegan County,68275.866
Maryland,Calvert County,121231.9971
Minnesota,Cass County,22957.4698
Florida,Walton County,43202.7886
Delaware,Sussex County,96096.5029
Texas,Brewster County,780.528
Louisiana,Morehouse Parish,2579.3548
Ohio,Monroe County,6689.4264
Wisconsin,Iowa County,13157.2066
Ohio,Fulton County,85000.0
Kentucky,Fleming County,5502.2434
West Virginia,Calhoun County,1253.8141
Texas,Blanco County,29067.4081
Texas,Ector County,70744.8323
New York,Schenectady County,25900.8903
Georgia,Dawson County,36108.8733
Indiana,St Joseph County,42232.7975
Oklahoma,Tulsa County,84460.1863
Ohio,Medina County,62956.2439
Georgia,Evans County,2601.4324
Missouri,Wright County,3966.6667
South Carolina,Aiken County,18762.9448
Kentucky,Bullitt County,100306.9282
South Dakota,Meade County,6122.1221
Georgia,Towns County,56453.7661
North Carolina,Greene County,7224.343
North Carolina,Gates County,4706.2507
Virginia,Craig County,6247.9283
Michigan,Luce County,2107.2921
Maryland,Somerset County,7832.1418
New York,Rockland County,273248.2451
Mississippi,Sunflower County,11236.95
North Carolina,Davie County,18286.9653
Texas,Howard County,7117.9435
New York,Genesee County,31049.5637
Virginia,Botetourt County,16711.095
Kentucky,Madison County,33441.3199
Iowa,Johnson County,228945.0677
West Virginia,Mineral County,13917.4232
Georgia,Fannin County,71912.2916
Texas,Cameron County,82673.9558
West Virginia,Jefferson County,95788.6692
South Carolina,Dorchester County,35253.2627
Kentucky,Hopkins County,10915.4912
Tennessee,Washington County,51143.1689
Alabama,Butler County,3982.6177
West Virginia,Mercer County,23705.0342
California,San Luis Obispo County,3176.6754
Alabama,Conecuh County,3036.6875
Texas,Terrell County,385.5357
Pennsylvania,Crawford County,11417.2592
Georgia,Candler County,6785.19
Florida,Liberty County,8180.0682
North Carolina,Caldwell County,12089.3908
Michigan,Cheboygan County,13784.4878
Ohio,Hardin County,8466.4354
Indiana,Jackson County,15331.9148
Virginia,Covington City County,2794.3645
North Carolina,Wayne County,40401.699
New York,Clinton County,9192.2987
Minnesota,Jackson County,95992.1592
Oklahoma,Washington County,7583.0559
Tennessee,Grundy County,3541.4444
Ohio,Pike County,3994.7768
Michigan,Ontonagon County,3094.6217
Ohio,Hamilton County,140334.1014
New York,Delaware County,10296.8849
New York,Fulton County,7602.0795
South Carolina,Newberry County,11966.9835
Iowa,Buena Vista County,47814.2404
Indiana,Montgomery County,65098.6528
Minnesota,Pipestone County,143276.9368
Illinois,Madison County,14834.6991
South Carolina,Jasper County,12842.0094
West Virginia,Gilmer County,2391.5201
Kentucky,Graves County,16429.5335
Texas,Kaufman County,57111.4038
New York,Kings County,4386.2466
Michigan,Livingston County,74779.6517
Kentucky,Oldham County,44502.8057
Alabama,Russell County,7848.1122
Virginia,Virginia Beach City County,232238.7191
Virginia,Mecklenburg County,15290.4276
Pennsylvania,Wyoming County,21705.4419
Alabama,Chilton County,7755.6658
Georgia,Lumpkin County,25360.7761
Michigan,Antrim County,31468.9109
Texas,Swisher County,3271.8554
Georgia,Bartow County,24302.8533
Texas,San Jacinto County,10328.3739
Oklahoma,Ellis County,1444.7672
Minnesota,Lac qui Parle County,6245.083
Georgia,Murray County,11699.5035
North Dakota,Wells County,2093750.0
Alabama,Houston County,17588.9796
Virginia,Prince Edward County,8467.1265
Virginia,Mathews County,17391.5312
South Carolina,Lancaster County,31409.5844
Tennessee,Rhea County,14931.7879
Iowa,Woodbury County,43839.744
West Virginia,Pocahontas County,1054.3816
Kentucky,Wolfe County,4202.7468
Georgia,Charlton County,4363.5938
Iowa,Audubon County,59338.0615
Texas,Dimmit County,2521.3186
Kentucky,Scott County,66596.0788
Kentucky,Crittenden County,3077.9151
Virginia,Bristol County,24681.146
Louisiana,Union Parish,3903.1408
Tennessee,Warren County,15749.6769
New York,Saratoga County,67295.4133
Virginia,Buckingham County,5383.6681
Minnesota,Benton County,72505.523
Tennessee,Putnam County,31957.6647
Texas,Ward County,21091.8919
Oklahoma,Alfalfa County,2464.6368
Tennessee,Robertson County,56348.2499
Indiana,Clark County,225558.3897
Louisiana,Richland Parish,4203.765
Georgia,Richmond County,27857.236
Wisconsin,Iron County,3236.7612
West Virginia,Pendleton County,4351.492
Alabama,Greene County,3077.929
Texas,Galveston County,180189.422
Virginia,Richmond County,28860.8487
Arkansas,Cleburne County,42279.6698
Texas,Hemphill County,9830.4575
Kentucky,Simpson County,37257.6645
Mississippi,Greene County,2101.0846
Texas,Garza County,11853.3878
Wisconsin,Clark County,8796.9364
Ohio,Tuscarawas County,28333.4603
South Dakota,Hand County,318.4254
